Token,Lexeme,Form,Stem,Rule
ἐτίμων,lsj.n103972,forms.3112110000,verbstems.n103972,verbinfl.awimpft1
ἐτιμώμην,lsj.n103972,forms.3112120000,verbstems.n103972,verbinfl.awimpft2
ἐτιμώμην,lsj.n103972,forms.3112130000,verbstems.n103972,verbinfl.awimpft3
ἐτίμᾳς,lsj.n103972,forms.3212110000,verbstems.n103972,verbinfl.awimpft4
ἐτιμῶ,lsj.n103972,forms.3212120000,verbstems.n103972,verbinfl.awimpft5
ἐτιμῶ,lsj.n103972,forms.3212130000,verbstems.n103972,verbinfl.awimpft6
ἐτίμᾳ,lsj.n103972,forms.3312110000,verbstems.n103972,verbinfl.awimpft7
ἐτιμᾷτο,lsj.n103972,forms.3312120000,verbstems.n103972,verbinfl.awimpft8
ἐτιμᾷτο,lsj.n103972,forms.3312130000,verbstems.n103972,verbinfl.awthird9
ἐτιμῶμεν,lsj.n103972,forms.3132110000,verbstems.n103972,verbinfl.awimpft10
ἐτιμώμεθα,lsj.n103972,forms.3132120000,verbstems.n103972,verbinfl.awimpft11
ἐτιμώμεθα,lsj.n103972,forms.3132130000,verbstems.n103972,verbinfl.awimpft12
ἐτιμᾷτε,lsj.n103972,forms.3232110000,verbstems.n103972,verbinfl.awimpft13
ἐτιμᾷσθε,lsj.n103972,forms.3232120000,verbstems.n103972,verbinfl.awimpft14
ἐτιμᾷσθε,lsj.n103972,forms.3232130000,verbstems.n103972,verbinfl.awimpft15
ἐτίμων,lsj.n103972,forms.3332110000,verbstems.n103972,verbinfl.awimpft16
ἐτιμῶντο,lsj.n103972,forms.3332120000,verbstems.n103972,verbinfl.awimpft17
ἐτιμῶντο,lsj.n103972,forms.3332130000,verbstems.n103972,verbinfl.awimpft18
τετίμηκα,lsj.n103972,forms.3114110000,verbstems.n103972,verbinfl.awpft1
τετίμημαι,lsj.n103972,forms.3114120000,verbstems.n103972,verbinfl.awpft2
τετίμημαι,lsj.n103972,forms.3114130000,verbstems.n103972,verbinfl.awpft3
τετίμηκας,lsj.n103972,forms.3214110000,verbstems.n103972,verbinfl.awpft4
τετίμησαι,lsj.n103972,forms.3214120000,verbstems.n103972,verbinfl.awpft5
τετίμησαι,lsj.n103972,forms.3214130000,verbstems.n103972,verbinfl.awpft6
τετίμηκε,lsj.n103972,forms.3314110000,verbstems.n103972,verbinfl.awpft7
τετίμηται,lsj.n103972,forms.3314120000,verbstems.n103972,verbinfl.awpft8
τετίμηται,lsj.n103972,forms.3314130000,verbstems.n103972,verbinfl.awpft9
τετιμήκαμεν,lsj.n103972,forms.3134110000,verbstems.n103972,verbinfl.awpft10
τετιμήμεθα,lsj.n103972,forms.3134120000,verbstems.n103972,verbinfl.awpft11
τετιμήμεθα,lsj.n103972,forms.3134130000,verbstems.n103972,verbinfl.awpft12
τετιμήκατε,lsj.n103972,forms.3234110000,verbstems.n103972,verbinfl.awpft13
τετίμησθε,lsj.n103972,forms.3234120000,verbstems.n103972,verbinfl.awpft14
τετίμησθε,lsj.n103972,forms.3234130000,verbstems.n103972,verbinfl.awpft15
τετιμήκασι,lsj.n103972,forms.3334110000,verbstems.n103972,verbinfl.awpft16
τετιμήκασιν,lsj.n103972,forms.3334110000,verbstems.n103972,verbinfl.awpft16a
τετίμηνται,lsj.n103972,forms.3334120000,verbstems.n103972,verbinfl.awpft17
τετίμηνται,lsj.n103972,forms.3334130000,verbstems.n103972,verbinfl.awpft18
ἐτετιμήκη,lsj.n103972,forms.3115110000,verbstems.n103972,verbinfl.awplupft1
ἐτετιμήμην,lsj.n103972,forms.3115120000,verbstems.n103972,verbinfl.awplupft2
ἐτετιμήμην,lsj.n103972,forms.3115130000,verbstems.n103972,verbinfl.awplupft3
ἐτετιμήκης,lsj.n103972,forms.3215110000,verbstems.n103972,verbinfl.awplupft4
ἐτετίμησο,lsj.n103972,forms.3215120000,verbstems.n103972,verbinfl.awplupft5
ἐτετίμησο,lsj.n103972,forms.3215130000,verbstems.n103972,verbinfl.awplupft6
ἐτετιμήκει,lsj.n103972,forms.3315110000,verbstems.n103972,verbinfl.awplupft7
ἐτετίμητο,lsj.n103972,forms.3315120000,verbstems.n103972,verbinfl.awplupft8
ἐτετίμητο,lsj.n103972,forms.3315130000,verbstems.n103972,verbinfl.awplupft9
ἐτετιμήκεμεν,lsj.n103972,forms.3135110000,verbstems.n103972,verbinfl.awplupft10
ἐτετιμήμεθα,lsj.n103972,forms.3135120000,verbstems.n103972,verbinfl.awplupft11
ἐτετιμήμεθα,lsj.n103972,forms.3135130000,verbstems.n103972,verbinfl.awplupft12
ἐτετιμήκετε,lsj.n103972,forms.3235110000,verbstems.n103972,verbinfl.awplupft13
ἐτετίμησθε,lsj.n103972,forms.3235120000,verbstems.n103972,verbinfl.awplupft14
ἐτετίμησθε,lsj.n103972,forms.3235130000,verbstems.n103972,verbinfl.awplupft15
ἐτετιμήκεσαν,lsj.n103972,forms.3335110000,verbstems.n103972,verbinfl.awplupft16
ἐτετίμηντο,lsj.n103972,forms.3335120000,verbstems.n103972,verbinfl.awplupft17
ἐτετίμηντο,lsj.n103972,forms.3335130000,verbstems.n103972,verbinfl.awplupft18
τίμα,lsj.n103972,forms.3211410000,verbstems.n103972,verbinfl.awpresimp1
τιμάτω,lsj.n103972,forms.3311410000,verbstems.n103972,verbinfl.awpresimp2
τιμᾷτε,lsj.n103972,forms.3231410000,verbstems.n103972,verbinfl.awpresimp3
τιμώντων,lsj.n103972,forms.3331410000,verbstems.n103972,verbinfl.awpresimp4
τιμᾶ,lsj.n103972,forms.3211420000,verbstems.n103972,verbinfl.awpresimp5
τιμᾴσθω,lsj.n103972,forms.3311420000,verbstems.n103972,verbinfl.awpresimp6
τιμᾴσθε,lsj.n103972,forms.3231410000,verbstems.n103972,verbinfl.awpresimp7
τιμᾴσθων,lsj.n103972,forms.3331420000,verbstems.n103972,verbinfl.awpresimp8
τιμῶ,lsj.n103972,forms.3211430000,verbstems.n103972,verbinfl.awpresimp9
τιμᾴσθω,lsj.n103972,forms.3311430000,verbstems.n103972,verbinfl.awpresimp10
τιμᾴσθε,lsj.n103972,forms.3231430000,verbstems.n103972,verbinfl.awpresimp11
τιμᾴσθων,lsj.n103972,forms.3331430000,verbstems.n103972,verbinfl.awpresimp12
τιμῶ,lsj.n103972,forms.3111110000,verbstems.n103972,verbinfl.awpresindic1
τιμῶμαι,lsj.n103972,forms.3111120000,verbstems.n103972,verbinfl.awpresindic2
τιμῶμαι,lsj.n103972,forms.3111130000,verbstems.n103972,verbinfl.awpresindic3
τιμᾷς,lsj.n103972,forms.3211110000,verbstems.n103972,verbinfl.awpresindic4
τιμᾷ,lsj.n103972,forms.3211120000,verbstems.n103972,verbinfl.awpresindic5
τιμᾷ,lsj.n103972,forms.3211130000,verbstems.n103972,verbinfl.awpresindic5
τιμᾷ,lsj.n103972,forms.3311110000,verbstems.n103972,verbinfl.awpresindic7
τιμᾶται,lsj.n103972,forms.3311120000,verbstems.n103972,verbinfl.awpresindic8
τιμᾶται,lsj.n103972,forms.3311130000,verbstems.n103972,verbinfl.awpresindic9
τιμῶμεν,lsj.n103972,forms.3131110000,verbstems.n103972,verbinfl.awpresindic10
τιμῶμεθα,lsj.n103972,forms.3131120000,verbstems.n103972,verbinfl.awpresindic11
τιμῶμεθα,lsj.n103972,forms.3131130000,verbstems.n103972,verbinfl.awpresindic12
τιμᾶτε,lsj.n103972,forms.3231110000,verbstems.n103972,verbinfl.awpresindic13
τιμᾶσθε,lsj.n103972,forms.3231120000,verbstems.n103972,verbinfl.awpresindic14
τιμᾶσθε,lsj.n103972,forms.3231130000,verbstems.n103972,verbinfl.awpresindic15
τιμῶσι,lsj.n103972,forms.3331110000,verbstems.n103972,verbinfl.awpresindic16
τιμῶσιν,lsj.n103972,forms.3331110000,verbstems.n103972,verbinfl.awpresindic16a
τιμῶνται,lsj.n103972,forms.3331120000,verbstems.n103972,verbinfl.awpresindic17
τιμῶνται,lsj.n103972,forms.3331130000,verbstems.n103972,verbinfl.awpresindic18
τιμῴην,lsj.n103972,forms.3111310000,verbstems.n103972,verbinfl.awpresopt1
τιμῴμην,lsj.n103972,forms.3111320000,verbstems.n103972,verbinfl.awpresopt2
τιμῴμην,lsj.n103972,forms.3111330000,verbstems.n103972,verbinfl.awpresopt3
τιμῴης,lsj.n103972,forms.3211310000,verbstems.n103972,verbinfl.awpresopt4
τιμῷο,lsj.n103972,forms.3211320000,verbstems.n103972,verbinfl.awpresopt5
τιμῷο,lsj.n103972,forms.3211330000,verbstems.n103972,verbinfl.awpresopt6
τιμῴη,lsj.n103972,forms.3311310000,verbstems.n103972,verbinfl.awpresopt7
τιμῷτο,lsj.n103972,forms.3311320000,verbstems.n103972,verbinfl.awpresopt8
τιμῷτο,lsj.n103972,forms.3311330000,verbstems.n103972,verbinfl.awpresopt9
τιμῷμεν,lsj.n103972,forms.3131310000,verbstems.n103972,verbinfl.awpresopt10
τιμῴμεθα,lsj.n103972,forms.3131320000,verbstems.n103972,verbinfl.awpresopt11
τιμῴμεθα,lsj.n103972,forms.3131330000,verbstems.n103972,verbinfl.awpresopt12
τιμῷτε,lsj.n103972,forms.3231310000,verbstems.n103972,verbinfl.awpresopt13
τιμῷσθε,lsj.n103972,forms.3231320000,verbstems.n103972,verbinfl.awpresopt14
τιμῷσθε,lsj.n103972,forms.3231330000,verbstems.n103972,verbinfl.awpresopt15
τιμῷεν,lsj.n103972,forms.3331310000,verbstems.n103972,verbinfl.awpresopt16
τιμῷντο,lsj.n103972,forms.3331320000,verbstems.n103972,verbinfl.awpresopt17
τιμῷντο,lsj.n103972,forms.3331330000,verbstems.n103972,verbinfl.awpresopt18
τιμῶ,lsj.n103972,forms.3111210000,verbstems.n103972,verbinfl.awpressubj1
τιμῶμαι,lsj.n103972,forms.3111220000,verbstems.n103972,verbinfl.awpressubj2
τιμῶμαι,lsj.n103972,forms.3111230000,verbstems.n103972,verbinfl.awpressubj3
τιμᾷς,lsj.n103972,forms.3211210000,verbstems.n103972,verbinfl.awpressubj4
τιμᾷ,lsj.n103972,forms.3211220000,verbstems.n103972,verbinfl.awpressubj5
τιμᾷ,lsj.n103972,forms.3211230000,verbstems.n103972,verbinfl.awpressubj6
τιμᾷ,lsj.n103972,forms.3311210000,verbstems.n103972,verbinfl.awpressubj7
τιμᾶται,lsj.n103972,forms.3311220000,verbstems.n103972,verbinfl.awpressubj8
τιμᾶται,lsj.n103972,forms.3311230000,verbstems.n103972,verbinfl.awpressubj9
τιμῶμεν,lsj.n103972,forms.3131210000,verbstems.n103972,verbinfl.awpressubj10
τιμώμεθα,lsj.n103972,forms.3131220000,verbstems.n103972,verbinfl.awpressubj11
τιμώμεθα,lsj.n103972,forms.3131230000,verbstems.n103972,verbinfl.awpressubj12
τιμᾶτε,lsj.n103972,forms.3231210000,verbstems.n103972,verbinfl.awpressubj13
τιμᾶσθε,lsj.n103972,forms.3231220000,verbstems.n103972,verbinfl.awpressubj14
τιμᾶσθε,lsj.n103972,forms.3231230000,verbstems.n103972,verbinfl.awpressubj15
τιμῶσι,lsj.n103972,forms.3331210000,verbstems.n103972,verbinfl.awpressubj16
τιμῶσιν,lsj.n103972,forms.3331210000,verbstems.n103972,verbinfl.awpressubj16α
τιμῶνται,lsj.n103972,forms.3331220000,verbstems.n103972,verbinfl.awpressubj17
τιμῶνται,lsj.n103972,forms.3331230000,verbstems.n103972,verbinfl.awpressubj18
τιμᾶν,lsj.n103972,forms.4001010000,verbstems.n103972,infinfl.aw1
τιμᾷσθαι,lsj.n103972,forms.4001020000,verbstems.n103972,infinfl.aw2
τιμᾷσθαι,lsj.n103972,forms.4001030000,verbstems.n103972,infinfl.aw3
τιμήσειν,lsj.n103972,forms.4006010000,verbstems.n103972,infinfl.aw4
τιμήσεσθαι,lsj.n103972,forms.4006020000,verbstems.n103972,infinfl.aw5
τιμήθεσθαι,lsj.n103972,forms.4006030000,verbstems.n103972,infinfl.aw6
τιμῆσαι,lsj.n103972,forms.4003010000,verbstems.n103972,infinfl.aw4
τιμήσασθαι,lsj.n103972,forms.4003020000,verbstems.n103972,infinfl.aw5
τίμηθαι,lsj.n103972,forms.4003030000,verbstems.n103972,infinfl.aw6
τετιμηκέναι,lsj.n103972,forms.4004010000,verbstems.n103972,infinfl.aw7
τίμησας,lsj.n103972,forms.5013011100,verbstems.n103972,ptcplinfl.awaoract1
τιμήσαντος,lsj.n103972,forms.5013011200,verbstems.n103972,ptcplinfl.awaoract2
τιμήσαντι,lsj.n103972,forms.5013011300,verbstems.n103972,ptcplinfl.awaoract3
τιμήσαντα,lsj.n103972,forms.5013011400,verbstems.n103972,ptcplinfl.awaoract4
τιμήσαντες,lsj.n103972,forms.5033011100,verbstems.n103972,ptcplinfl.awaoract6
τιμησάντων,lsj.n103972,forms.5033011200,verbstems.n103972,ptcplinfl.awaoract7
τιμησάντοις,lsj.n103972,forms.5033011300,verbstems.n103972,ptcplinfl.awaoract8
τιμήσαντας,lsj.n103972,forms.5033011400,verbstems.n103972,ptcplinfl.awaoract9
τίμησαν,lsj.n103972,forms.5013013100,verbstems.n103972,ptcplinfl.awaoract1n
τιμήσαντος,lsj.n103972,forms.5013013200,verbstems.n103972,ptcplinfl.awaoract2n
τιμήσαντι,lsj.n103972,forms.5013013300,verbstems.n103972,ptcplinfl.awaoract3n
τίμησαν,lsj.n103972,forms.5013013400,verbstems.n103972,ptcplinfl.awaoract4n
τιμήσαντα,lsj.n103972,forms.5033013100,verbstems.n103972,ptcplinfl.awaoract6n
τιμησάντων,lsj.n103972,forms.5033013200,verbstems.n103972,ptcplinfl.awaoract7n
τιμησάντοις,lsj.n103972,forms.5033013300,verbstems.n103972,ptcplinfl.awaoract8n
τιμήσαντα,lsj.n103972,forms.5033013400,verbstems.n103972,ptcplinfl.awaoract9n
τιμήσασα,lsj.n103972,forms.5013012100,verbstems.n103972,ptcplinfl.awaoract1f
τιμησάσης,lsj.n103972,forms.5013012200,verbstems.n103972,ptcplinfl.awaoract2f
τιμησάσῃ,lsj.n103972,forms.5013012300,verbstems.n103972,ptcplinfl.awaoract3f
τιμήσασαν,lsj.n103972,forms.5013012400,verbstems.n103972,ptcplinfl.awaoract4f
τιμήσασαι,lsj.n103972,forms.5033012100,verbstems.n103972,ptcplinfl.awaoract6f
τιμησάσων,lsj.n103972,forms.5033012200,verbstems.n103972,ptcplinfl.awaoract7f
τιμησάσαις,lsj.n103972,forms.5033012300,verbstems.n103972,ptcplinfl.awaoract8f
τιμησάσας,lsj.n103972,forms.5033012400,verbstems.n103972,ptcplinfl.awaoract9f
τιμησάμενος,lsj.n103972,forms.5013021100,verbstems.n103972,ptcplinfl.awaormid1
τιμησαμένου,lsj.n103972,forms.5013021200,verbstems.n103972,ptcplinfl.awaormid2
τιμησαμένῳ,lsj.n103972,forms.5013021300,verbstems.n103972,ptcplinfl.awaormid3
τιμησάμενον,lsj.n103972,forms.5013021400,verbstems.n103972,ptcplinfl.awaormid4
τιμησάμενοι,lsj.n103972,forms.5033021100,verbstems.n103972,ptcplinfl.awaormid6
τιμησαμένων,lsj.n103972,forms.5033021200,verbstems.n103972,ptcplinfl.awaormid7
τιμησαμένοις,lsj.n103972,forms.5033021300,verbstems.n103972,ptcplinfl.awaormid8
τιμησαμένους,lsj.n103972,forms.5033021400,verbstems.n103972,ptcplinfl.awaormid9
τιμησάμενον,lsj.n103972,forms.5013023100,verbstems.n103972,ptcplinfl.awaormid11
τιμησαμένου,lsj.n103972,forms.5013023200,verbstems.n103972,ptcplinfl.awaormid12
τιμησαμένῳ,lsj.n103972,forms.5013023300,verbstems.n103972,ptcplinfl.awaormid13
τιμησάμενον,lsj.n103972,forms.5013023400,verbstems.n103972,ptcplinfl.awaormid14
τιμησάμενα,lsj.n103972,forms.5033023100,verbstems.n103972,ptcplinfl.awaormid16
τιμησαμένων,lsj.n103972,forms.5033023200,verbstems.n103972,ptcplinfl.awaormid17
τιμησαμένοις,lsj.n103972,forms.5033023300,verbstems.n103972,ptcplinfl.awaormid18
τιμησάμενα,lsj.n103972,forms.5033023400,verbstems.n103972,ptcplinfl.awaormid19
τιμησαμένη,lsj.n103972,forms.5013022100,verbstems.n103972,ptcplinfl.awaormid20
τιμησαμένης,lsj.n103972,forms.5013022200,verbstems.n103972,ptcplinfl.awaormid21
τιμησαμένῃ,lsj.n103972,forms.5013022300,verbstems.n103972,ptcplinfl.awaormid22
τιμησαμένην,lsj.n103972,forms.5013022400,verbstems.n103972,ptcplinfl.awaormid23
τιμησάμεναι,lsj.n103972,forms.5033022100,verbstems.n103972,ptcplinfl.awaormid24
τιμησαμένων,lsj.n103972,forms.5033022200,verbstems.n103972,ptcplinfl.awaormid25
τιμησαμέναις,lsj.n103972,forms.5033022300,verbstems.n103972,ptcplinfl.awaormid26
τιμησαμένας,lsj.n103972,forms.5033022400,verbstems.n103972,ptcplinfl.awaormid27
τιμηθεῖς,lsj.n103972,forms.5013031100,verbstems.n103972,ptcplinfl.awaorpass1p
τιμηθέντος,lsj.n103972,forms.5013031200,verbstems.n103972,ptcplinfl.awaorpass2p
τιμηθέντι,lsj.n103972,forms.5013031300,verbstems.n103972,ptcplinfl.awaorpass3p
τιμηθέντα,lsj.n103972,forms.5013031400,verbstems.n103972,ptcplinfl.awaorpass4p
τιμηθέντες,lsj.n103972,forms.5033031100,verbstems.n103972,ptcplinfl.awaorpass6p
τιμηθέντων,lsj.n103972,forms.5033031200,verbstems.n103972,ptcplinfl.awaorpass7p
τιμηθεῖσι,lsj.n103972,forms.5033031300,verbstems.n103972,ptcplinfl.awaorpass8p
τιμηθεῖσιν,lsj.n103972,forms.5033031300,verbstems.n103972,ptcplinfl.awaorpass8pa
τιμηθέντας,lsj.n103972,forms.5033031400,verbstems.n103972,ptcplinfl.awaorpass9p
τιμηθέν,lsj.n103972,forms.5013033100,verbstems.n103972,ptcplinfl.awaorpass11
τιμηθέντος,lsj.n103972,forms.5013033200,verbstems.n103972,ptcplinfl.awaorpass12
τιμηθέντι,lsj.n103972,forms.5013033300,verbstems.n103972,ptcplinfl.awaorpass13
τιμηθέν,lsj.n103972,forms.5013033400,verbstems.n103972,ptcplinfl.awaorpass14
τιμηθέντα,lsj.n103972,forms.5033033100,verbstems.n103972,ptcplinfl.awaorpass16
τιμηθέντων,lsj.n103972,forms.5033033200,verbstems.n103972,ptcplinfl.awaorpass17
τιμηθεῖσι,lsj.n103972,forms.5033033300,verbstems.n103972,ptcplinfl.awaorpass18
τιμηθεῖσιν,lsj.n103972,forms.5033033300,verbstems.n103972,ptcplinfl.awaorpass18a
τιμηθέντα,lsj.n103972,forms.5033033400,verbstems.n103972,ptcplinfl.awaorpass19
τιμηθεῖσα,lsj.n103972,forms.5013032100,verbstems.n103972,ptcplinfl.awaorpass21
τιμηθείσης,lsj.n103972,forms.5013032200,verbstems.n103972,ptcplinfl.awaorpass22
τιμηθείσῃ,lsj.n103972,forms.5013032300,verbstems.n103972,ptcplinfl.awaorpass23
τιμηθεῖσαν,lsj.n103972,forms.5013032400,verbstems.n103972,ptcplinfl.awaorpass24
τιμηθεῖσαι,lsj.n103972,forms.5033032100,verbstems.n103972,ptcplinfl.awaorpass26
τιμηθείσων,lsj.n103972,forms.5033032200,verbstems.n103972,ptcplinfl.awaorpass27
τιμηθεῖσι,lsj.n103972,forms.5033032300,verbstems.n103972,ptcplinfl.awaorpass28
τιμηθεῖσιν,lsj.n103972,forms.5033032300,verbstems.n103972,ptcplinfl.awaorpass28a
τιμήθεισας,lsj.n103972,forms.5033032400,verbstems.n103972,ptcplinfl.awaorpass29
τιμήσων,lsj.n103972,forms.5016011100,verbstems.n103972,ptcplinfl.awfutact1
τιμήσοντος,lsj.n103972,forms.5016011200,verbstems.n103972,ptcplinfl.awfutact2
τιμήσοντι,lsj.n103972,forms.5016011300,verbstems.n103972,ptcplinfl.awfutact3
τιμήσοντα,lsj.n103972,forms.5016011400,verbstems.n103972,ptcplinfl.awfutact4
τιμήσοντες,lsj.n103972,forms.5036011100,verbstems.n103972,ptcplinfl.awfutact6
τιμησόντων,lsj.n103972,forms.5036011200,verbstems.n103972,ptcplinfl.awfutact7
τιμησόντοις,lsj.n103972,forms.5036011300,verbstems.n103972,ptcplinfl.awfutact8
τιμήσοντας,lsj.n103972,forms.5036011400,verbstems.n103972,ptcplinfl.awfutact9
τίμησον,lsj.n103972,forms.5016013100,verbstems.n103972,ptcplinfl.awfutact1n
τιμήσοντος,lsj.n103972,forms.5016013200,verbstems.n103972,ptcplinfl.awfutact2n
τιμήσοντι,lsj.n103972,forms.5016013300,verbstems.n103972,ptcplinfl.awfutact3n
τίμησον,lsj.n103972,forms.5016013400,verbstems.n103972,ptcplinfl.awfutact4n
τιμήσοντα,lsj.n103972,forms.5036013100,verbstems.n103972,ptcplinfl.awfutact6n
τιμησόντων,lsj.n103972,forms.5036013200,verbstems.n103972,ptcplinfl.awfutact7n
τιμησόντοις,lsj.n103972,forms.5036013300,verbstems.n103972,ptcplinfl.awfutact8n
τιμήσοντα,lsj.n103972,forms.5036013400,verbstems.n103972,ptcplinfl.awfutact9n
τιμήσουσα,lsj.n103972,forms.5016012100,verbstems.n103972,ptcplinfl.awfutact1f
τιμησούσης,lsj.n103972,forms.5016012200,verbstems.n103972,ptcplinfl.awfutact2f
τιμησούσῃ,lsj.n103972,forms.5016012300,verbstems.n103972,ptcplinfl.awfutact3f
τιμήσουσαν,lsj.n103972,forms.5016012400,verbstems.n103972,ptcplinfl.awfutact4f
τιμήσουσαι,lsj.n103972,forms.5036012100,verbstems.n103972,ptcplinfl.awfutact6f
τιμησούσων,lsj.n103972,forms.5036012200,verbstems.n103972,ptcplinfl.awfutact7f
τιμησούσαις,lsj.n103972,forms.5036012300,verbstems.n103972,ptcplinfl.awfutact8f
τιμησούσας,lsj.n103972,forms.5036012400,verbstems.n103972,ptcplinfl.awfutact9f
τιμησόμενος,lsj.n103972,forms.5016021100,verbstems.n103972,ptcplinfl.awfut1
τιμησομένου,lsj.n103972,forms.5016021200,verbstems.n103972,ptcplinfl.awfut2
τιμησομένῳ,lsj.n103972,forms.5016021300,verbstems.n103972,ptcplinfl.awfut3
τιμησόμενον,lsj.n103972,forms.5016021400,verbstems.n103972,ptcplinfl.awfut4
τιμησόμενοι,lsj.n103972,forms.5036021100,verbstems.n103972,ptcplinfl.awfut6
τιμησομένων,lsj.n103972,forms.5036021200,verbstems.n103972,ptcplinfl.awfut7
τιμησομένοις,lsj.n103972,forms.5036021300,verbstems.n103972,ptcplinfl.awfut8
τιμησομένους,lsj.n103972,forms.5036021400,verbstems.n103972,ptcplinfl.awfut9
τιμησόμενον,lsj.n103972,forms.5016023100,verbstems.n103972,ptcplinfl.awfut11p
τιμησομένου,lsj.n103972,forms.5016023200,verbstems.n103972,ptcplinfl.awfut12p
τιμησομένῳ,lsj.n103972,forms.5016023300,verbstems.n103972,ptcplinfl.awfut13p
